timestamp,alert_id,event_category,event_name,severity,src_ip,dst_ip,dst_port,username,hostname,action,bytes_transferred,false_positive,analyst_note
2025-10-15T03:28:01,,System,Process Started,INFO,192.168.1.18,192.168.1.23,8080,jsmith,WS-108,ALLOWED,16462,,
2025-10-15T03:34:33,ALT-1138,Data,Large File Transfer,WARNING,192.168.1.24,192.168.1.14,53,admin,WS-117,ALLOWED,3496243,No,
2025-10-15T03:38:53,,Network,HTTP Request,INFO,192.168.1.36,192.168.1.20,80,raj.m,WS-149,ALLOWED,9109,,
2025-10-15T03:40:35,,Network,DNS Query,INFO,192.168.1.52,192.168.1.26,53,admin,WS-106,ALLOWED,33627,,
2025-10-15T03:41:16,ALT-1153,Authentication,Failed Login,WARNING,192.168.1.26,10.0.0.1,22,priya.k,WS-106,ALLOWED,11549,No,
2025-10-15T03:43:19,,Network,HTTPS Request,INFO,192.168.1.18,192.168.1.12,443,bkumar,WS-135,ALLOWED,33683,,
2025-10-15T03:46:33,,Authentication,Successful Login,INFO,192.168.1.36,192.168.1.28,443,nancy.w,WS-139,ALLOWED,24987,,
2025-10-15T03:48:23,,Authentication,Successful Login,INFO,192.168.1.28,192.168.1.23,22,arogers,WS-119,ALLOWED,22583,,
2025-10-15T03:48:30,ALT-1017,Data,Large File Transfer,WARNING,192.168.1.20,192.168.1.20,22,david.lee,WS-125,ALLOWED,4614644,No,
2025-10-15T03:51:15,,Network,DNS Query,INFO,192.168.1.25,192.168.1.23,53,testuser,WS-119,ALLOWED,48977,,
2025-10-15T03:51:26,ALT-1099,Malware,Suspicious Process,CRITICAL,192.168.1.10,192.168.1.13,3389,admin,WS-123,BLOCKED,25733,No,Requires investigation
2025-10-15T03:52:15,ALT-1160,Authentication,Failed Login,WARNING,192.168.1.12,192.168.1.15,80,nancy.w,WS-112,ALLOWED,12390,Yes,Known svc account activity
2025-10-15T03:56:08,,Network,DNS Query,INFO,192.168.1.47,192.168.1.10,53,admin,WS-145,ALLOWED,13097,,
2025-10-15T03:59:26,,Authentication,Successful Login,INFO,192.168.1.36,192.168.1.28,445,admin,WS-130,ALLOWED,17501,,
2025-10-15T04:02:18,,Authentication,Successful Login,INFO,192.168.1.43,192.168.1.21,445,arogers,WS-106,ALLOWED,22156,,
2025-10-15T04:05:07,ALT-1076,Firewall,Connection Blocked,WARNING,192.168.1.13,192.168.1.27,443,root,WS-133,BLOCKED,29056,No,
2025-10-15T04:07:49,,Network,HTTPS Request,INFO,192.168.1.11,192.168.1.15,443,nancy.w,WS-107,ALLOWED,17255,,
2025-10-15T04:08:38,ALT-1040,Data,Large File Transfer,WARNING,192.168.1.32,192.168.1.23,445,arogers,WS-102,ALLOWED,1849942,No,
2025-10-15T04:08:40,,Network,HTTP Request,INFO,192.168.1.35,192.168.1.22,80,nancy.w,WS-130,ALLOWED,27739,,
2025-10-15T04:08:56,,System,File Access,INFO,192.168.1.26,10.0.0.2,445,nancy.w,WS-124,ALLOWED,40162,,
2025-10-15T04:11:57,,Authentication,Successful Login,INFO,192.168.1.24,192.168.1.26,443,jsmith,WS-102,ALLOWED,31017,,
2025-10-15T04:13:55,ALT-1077,Authentication,Brute Force Attempt,HIGH,91.108.4.0,10.0.0.2,22,arogers,EXT-HOST,ALLOWED,3746,No,Requires investigation
2025-10-15T04:17:53,ALT-1115,Data,Large File Transfer,WARNING,192.168.1.59,192.168.1.10,445,svc_backup,WS-145,ALLOWED,4837404,Yes,Scheduled backup job
2025-10-15T04:21:44,,Network,HTTPS Request,INFO,192.168.1.53,192.168.1.22,443,root,WS-109,ALLOWED,9102,,
2025-10-15T04:23:46,,Network,HTTPS Request,INFO,192.168.1.35,192.168.1.16,443,nancy.w,WS-148,ALLOWED,27262,,
2025-10-15T04:25:19,,Authentication,Successful Login,INFO,192.168.1.10,192.168.1.11,53,priya.k,WS-125,ALLOWED,24495,,
2025-10-15T04:27:54,ALT-1057,Network,Port Scan Detected,HIGH,185.220.101.47,192.168.1.11,912,nancy.w,EXT-HOST,ALLOWED,44790,No,Requires investigation
2025-10-15T04:29:03,,Network,DNS Query,INFO,192.168.1.33,10.0.0.254,53,asha.s,WS-116,ALLOWED,35144,,
2025-10-15T04:32:21,,Network,DNS Query,INFO,192.168.1.28,192.168.1.12,53,bkumar,WS-109,ALLOWED,28770,,
2025-10-15T04:38:48,ALT-1006,Authentication,Failed Login,WARNING,192.168.1.49,192.168.1.27,80,jsmith,WS-108,ALLOWED,30357,No,
2025-10-15T04:42:41,,Network,HTTPS Request,INFO,192.168.1.49,192.168.1.23,443,asha.s,WS-130,ALLOWED,25221,,
2025-10-15T04:43:29,,Authentication,Successful Login,INFO,192.168.1.49,192.168.1.12,8080,arogers,WS-146,ALLOWED,31469,,
2025-10-15T04:46:12,ALT-1019,Authentication,Privilege Escalation,HIGH,192.168.1.28,192.168.1.24,8080,jsmith,WS-138,ALLOWED,15782,No,Requires investigation
2025-10-15T04:46:16,,Network,DNS Query,INFO,192.168.1.48,192.168.1.22,53,bkumar,WS-144,ALLOWED,41042,,
2025-10-15T04:48:44,,System,Process Started,INFO,192.168.1.40,192.168.1.12,8080,priya.k,WS-106,ALLOWED,6863,,
2025-10-15T04:52:16,,Network,DNS Query,INFO,192.168.1.31,192.168.1.25,53,svc_backup,WS-125,ALLOWED,1353,,
2025-10-15T04:52:35,,System,Process Started,INFO,192.168.1.26,192.168.1.21,3389,david.lee,WS-103,ALLOWED,37473,,
2025-10-15T04:56:21,,Network,HTTP Request,INFO,192.168.1.34,192.168.1.24,80,svc_backup,WS-147,ALLOWED,47718,,
2025-10-15T04:57:22,,Firewall,Connection Allowed,INFO,192.168.1.29,192.168.1.20,3389,testuser,WS-120,ALLOWED,11741,,
2025-10-15T04:58:12,ALT-1021,Authentication,After-Hours Login,WARNING,192.168.1.14,10.0.0.1,53,admin,WS-100,ALLOWED,18636,No,
2025-10-15T05:00:21,,Network,HTTPS Request,INFO,192.168.1.50,192.168.1.17,443,arogers,WS-113,ALLOWED,33243,,
2025-10-15T05:02:20,ALT-1046,Authentication,Failed Login,WARNING,192.168.1.26,192.168.1.11,445,asha.s,WS-145,ALLOWED,33910,No,
2025-10-15T05:03:11,,Network,DNS Query,INFO,192.168.1.58,10.0.0.254,53,nancy.w,WS-101,ALLOWED,16872,,
2025-10-15T05:05:20,,System,Process Started,INFO,192.168.1.12,192.168.1.11,80,admin,WS-115,ALLOWED,35328,,
2025-10-15T05:05:27,,Firewall,Connection Allowed,INFO,192.168.1.25,192.168.1.18,445,asha.s,WS-138,ALLOWED,39422,,
2025-10-15T05:05:43,,Network,DNS Query,INFO,45.33.32.156,10.0.0.254,53,raj.m,EXT-HOST,ALLOWED,6501,,
2025-10-15T05:11:01,,System,Process Started,INFO,192.168.1.55,192.168.1.18,53,arogers,WS-133,ALLOWED,27170,,
2025-10-15T05:12:04,ALT-1111,Authentication,Privilege Escalation,HIGH,192.168.1.14,192.168.1.26,3389,testuser,WS-122,ALLOWED,47445,No,Requires investigation
2025-10-15T05:15:20,ALT-1084,Data,Large File Transfer,WARNING,185.220.101.47,192.168.1.24,3389,jsmith,EXT-HOST,ALLOWED,1124951,No,
2025-10-15T05:17:28,,Authentication,Successful Login,INFO,192.168.1.13,10.0.0.2,53,jsmith,WS-150,ALLOWED,10647,,
2025-10-15T05:19:28,,Authentication,Successful Login,INFO,192.168.1.55,192.168.1.20,3389,priya.k,WS-109,ALLOWED,37942,,
2025-10-15T05:22:20,,Authentication,Successful Login,INFO,45.33.32.156,192.168.1.29,443,jsmith,EXT-HOST,ALLOWED,35503,,
2025-10-15T05:24:02,,Network,HTTPS Request,INFO,192.168.1.14,192.168.1.14,443,admin,WS-138,ALLOWED,34870,,
2025-10-15T05:25:16,,Network,HTTPS Request,INFO,192.168.1.25,192.168.1.16,443,testuser,WS-122,ALLOWED,17619,,
2025-10-15T05:29:33,,Network,DNS Query,INFO,192.168.1.13,192.168.1.24,53,arogers,WS-141,ALLOWED,11408,,
2025-10-15T05:30:48,ALT-1066,Malware,Suspicious Process,CRITICAL,192.168.1.36,10.0.0.254,53,priya.k,WS-147,BLOCKED,47771,No,Requires investigation
2025-10-15T05:33:26,,Network,DNS Query,INFO,192.168.1.53,192.168.1.25,53,arogers,WS-127,ALLOWED,6428,,
2025-10-15T05:34:16,,Authentication,Successful Login,INFO,192.168.1.29,192.168.1.15,22,bkumar,WS-133,ALLOWED,18715,,
2025-10-15T05:37:33,ALT-1028,System,Registry Modification,WARNING,192.168.1.36,10.0.0.1,22,jsmith,WS-123,ALLOWED,14338,Yes,Known svc account activity
2025-10-15T05:42:48,,Authentication,Successful Login,INFO,192.168.1.42,192.168.1.25,53,nancy.w,WS-131,ALLOWED,21113,,
2025-10-15T05:43:52,,Network,DNS Query,INFO,192.168.1.58,192.168.1.29,53,jsmith,WS-128,ALLOWED,43480,,
2025-10-15T05:45:06,,Network,DNS Query,INFO,192.168.1.14,192.168.1.24,53,svc_backup,WS-127,ALLOWED,45340,,
2025-10-15T05:45:58,,Network,HTTP Request,INFO,192.168.1.29,192.168.1.27,80,jsmith,WS-114,ALLOWED,7535,,
2025-10-15T05:49:49,,Authentication,Successful Login,INFO,192.168.1.31,192.168.1.27,53,david.lee,WS-125,ALLOWED,41371,,
2025-10-15T05:54:58,,Firewall,Connection Allowed,INFO,192.168.1.56,192.168.1.24,80,asha.s,WS-147,ALLOWED,22192,,
2025-10-15T05:54:59,,System,Process Started,INFO,192.168.1.35,192.168.1.29,445,raj.m,WS-132,ALLOWED,34987,,
2025-10-15T06:01:35,ALT-1108,Network,C2 Communication Attempt,CRITICAL,45.33.32.156,192.168.1.16,8080,asha.s,EXT-HOST,BLOCKED,43057,No,Requires investigation
2025-10-15T06:01:37,ALT-1045,Data,Large File Transfer,WARNING,192.168.1.56,192.168.1.24,8080,jsmith,WS-128,ALLOWED,2390248,No,
2025-10-15T06:03:22,,Network,HTTPS Request,INFO,192.168.1.51,192.168.1.29,443,jsmith,WS-121,ALLOWED,28310,,
2025-10-15T06:07:49,,Network,DNS Query,INFO,192.168.1.30,10.0.0.254,53,admin,WS-132,ALLOWED,44618,,
2025-10-15T06:12:29,,Authentication,Successful Login,INFO,192.168.1.43,10.0.0.1,443,raj.m,WS-143,ALLOWED,15972,,
2025-10-15T06:15:27,,Authentication,Successful Login,INFO,185.220.101.47,192.168.1.29,80,nancy.w,EXT-HOST,ALLOWED,28720,,
2025-10-15T06:17:39,,System,File Access,INFO,192.168.1.20,192.168.1.16,3389,priya.k,WS-105,ALLOWED,44869,,
2025-10-15T06:19:00,,System,File Access,INFO,192.168.1.48,192.168.1.14,53,asha.s,WS-140,ALLOWED,32482,,
2025-10-15T06:19:39,ALT-1165,Authentication,Failed Login,WARNING,192.168.1.57,192.168.1.26,3389,arogers,WS-116,ALLOWED,8624,Yes,Known svc account activity
2025-10-15T06:23:48,,Network,DNS Query,INFO,192.168.1.18,192.168.1.22,53,root,WS-135,ALLOWED,43881,,
2025-10-15T06:27:40,ALT-1126,Authentication,Failed Login,WARNING,185.220.101.47,192.168.1.20,445,jsmith,EXT-HOST,ALLOWED,9383,No,
2025-10-15T06:34:12,ALT-1054,Authentication,Failed Login,WARNING,192.168.1.44,192.168.1.19,22,svc_backup,WS-119,ALLOWED,29323,No,
2025-10-15T06:36:17,,System,File Access,INFO,192.168.1.19,192.168.1.28,443,asha.s,WS-147,ALLOWED,41595,,
2025-10-15T06:36:59,,Authentication,Successful Login,INFO,192.168.1.13,192.168.1.18,3389,david.lee,WS-120,ALLOWED,22218,,
2025-10-15T06:37:14,,Network,DNS Query,INFO,192.168.1.41,192.168.1.16,53,svc_backup,WS-138,ALLOWED,46052,,
2025-10-15T06:42:56,ALT-1103,Authentication,Failed Login,WARNING,192.168.1.21,10.0.0.1,80,asha.s,WS-112,ALLOWED,29563,No,
2025-10-15T06:51:02,,Network,HTTP Request,INFO,185.220.101.47,192.168.1.28,80,raj.m,EXT-HOST,ALLOWED,13789,,
2025-10-15T06:54:41,,Network,HTTP Request,INFO,192.168.1.58,192.168.1.15,80,nancy.w,WS-119,ALLOWED,32695,,
2025-10-15T06:59:26,,Network,HTTP Request,INFO,192.168.1.24,192.168.1.14,80,bkumar,WS-150,ALLOWED,6728,,
2025-10-15T07:00:42,,Authentication,Successful Login,INFO,192.168.1.30,192.168.1.13,443,raj.m,WS-113,ALLOWED,48505,,
2025-10-15T07:12:08,,System,File Access,INFO,192.168.1.37,192.168.1.13,22,root,WS-109,ALLOWED,4779,,
2025-10-15T07:17:33,,Authentication,Successful Login,INFO,192.168.1.31,192.168.1.23,22,testuser,WS-145,ALLOWED,11919,,
2025-10-15T07:28:16,ALT-1032,Malware,Suspicious Process,CRITICAL,192.168.1.14,192.168.1.27,53,priya.k,WS-114,BLOCKED,21632,No,Requires investigation
2025-10-15T07:31:22,ALT-1106,Authentication,Privilege Escalation,HIGH,103.21.244.0,192.168.1.16,445,bkumar,EXT-HOST,ALLOWED,35408,No,Requires investigation
2025-10-15T07:32:05,ALT-1134,Network,Port Scan Detected,HIGH,185.220.101.47,192.168.1.14,237,arogers,EXT-HOST,ALLOWED,26148,No,Requires investigation
2025-10-15T07:38:03,,System,File Access,INFO,192.168.1.25,10.0.0.254,53,arogers,WS-106,ALLOWED,47313,,
2025-10-15T07:45:25,ALT-1112,Authentication,Brute Force Attempt,HIGH,103.21.244.0,10.0.0.2,22,testuser,EXT-HOST,ALLOWED,14337,No,Requires investigation
2025-10-15T07:47:23,,Authentication,Successful Login,INFO,192.168.1.14,192.168.1.23,3389,david.lee,WS-103,ALLOWED,13655,,
2025-10-15T07:51:06,ALT-1049,Authentication,Brute Force Attempt,HIGH,103.21.244.0,10.0.0.2,22,arogers,EXT-HOST,ALLOWED,8085,No,Requires investigation
2025-10-15T07:58:03,,Firewall,Connection Allowed,INFO,192.168.1.21,10.0.0.254,445,root,WS-115,ALLOWED,8053,,
2025-10-15T08:05:45,ALT-1147,Network,C2 Communication Attempt,CRITICAL,194.165.16.11,192.168.1.15,8080,root,EXT-HOST,BLOCKED,43197,No,Requires investigation
2025-10-15T08:11:10,,Network,DNS Query,INFO,192.168.1.44,192.168.1.19,53,bkumar,WS-132,ALLOWED,7519,,
2025-10-15T08:12:43,,Network,HTTPS Request,INFO,192.168.1.50,10.0.0.254,443,raj.m,WS-137,ALLOWED,35922,,
2025-10-15T08:12:47,ALT-1130,Network,Port Scan Detected,HIGH,185.220.101.47,192.168.1.17,604,arogers,EXT-HOST,ALLOWED,20987,No,Requires investigation
2025-10-15T08:13:01,ALT-1013,Network,Tor Exit Node Traffic,HIGH,194.165.16.11,192.168.1.17,9001,nancy.w,EXT-HOST,ALLOWED,37365,No,Requires investigation
2025-10-15T08:14:07,ALT-1109,Data,Large File Transfer,WARNING,192.168.1.43,10.0.0.2,8080,nancy.w,WS-107,ALLOWED,3542726,No,
2025-10-15T08:16:56,ALT-1011,Authentication,Failed Login,WARNING,192.168.1.33,192.168.1.15,22,admin,WS-103,ALLOWED,36364,Yes,Known svc account activity
2025-10-15T08:18:59,,System,Process Started,INFO,192.168.1.24,192.168.1.14,445,priya.k,WS-132,ALLOWED,11174,,
2025-10-15T08:36:45,,Network,DNS Query,INFO,192.168.1.47,192.168.1.20,53,raj.m,WS-101,ALLOWED,46201,,
2025-10-15T08:37:09,ALT-1058,Malware,Suspicious Process,CRITICAL,45.33.32.156,192.168.1.25,3389,jsmith,EXT-HOST,BLOCKED,36252,No,Requires investigation
2025-10-15T08:41:40,,Network,HTTPS Request,INFO,192.168.1.46,192.168.1.22,443,priya.k,WS-147,ALLOWED,31096,,
2025-10-15T08:42:43,,Network,HTTP Request,INFO,192.168.1.25,192.168.1.11,80,asha.s,WS-114,ALLOWED,3540,,
2025-10-15T08:46:14,,System,Process Started,INFO,192.168.1.31,192.168.1.18,445,jsmith,WS-141,ALLOWED,24914,,
2025-10-15T08:48:42,,Network,HTTP Request,INFO,192.168.1.26,10.0.0.2,80,bkumar,WS-124,ALLOWED,4947,,
2025-10-15T08:49:57,ALT-1086,Authentication,Failed Login,WARNING,192.168.1.54,192.168.1.29,443,raj.m,WS-149,ALLOWED,18650,No,
2025-10-15T08:54:04,,System,Process Started,INFO,192.168.1.15,192.168.1.23,22,arogers,WS-142,ALLOWED,48707,,
2025-10-15T08:54:37,,Authentication,Successful Login,INFO,192.168.1.57,192.168.1.11,445,david.lee,WS-113,ALLOWED,49539,,
2025-10-15T09:01:52,ALT-1073,Authentication,Privilege Escalation,HIGH,192.168.1.10,192.168.1.18,22,testuser,WS-119,ALLOWED,38272,No,Requires investigation
2025-10-15T09:05:01,ALT-1141,Network,Port Scan Detected,HIGH,45.33.32.156,192.168.1.17,408,jsmith,EXT-HOST,ALLOWED,24240,No,Requires investigation
2025-10-15T09:06:20,,Network,HTTP Request,INFO,192.168.1.39,192.168.1.19,80,priya.k,WS-115,ALLOWED,25093,,
2025-10-15T09:07:30,,Authentication,Successful Login,INFO,192.168.1.53,10.0.0.2,8080,asha.s,WS-141,ALLOWED,2683,,
2025-10-15T09:07:33,ALT-1033,Authentication,Failed Login,WARNING,185.220.101.47,192.168.1.15,443,arogers,EXT-HOST,ALLOWED,15693,Yes,Known svc account activity
2025-10-15T09:10:29,,Authentication,Successful Login,INFO,192.168.1.23,192.168.1.24,445,admin,WS-106,ALLOWED,581,,
2025-10-15T09:14:49,,Firewall,Connection Allowed,INFO,192.168.1.39,192.168.1.18,22,asha.s,WS-143,ALLOWED,35921,,
